ANOPRO,TIPO_COMBUSTIBLE,VALE,NOMBRE_PLACA,UNIDAD_ORGANICA,MES_CONSUMO,KM_RECORRIDO,CANTIDAD_GALONES,PRECIO,TOTAL_CONSUMO,FECHA_INGRESO_VALE,FECHA_SOAT,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
2019,DIESEL B5 S-50,2000410597,EGB-244,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201901,5,200,32.97,13.25,436.83,20190118,20190213,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410545,NG-44872,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,1.7,13.14,22.31,20190117,20190303,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410555,EU-0218,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,13.14,26.28,20190117,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410567,EUE-835,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,8,13.14,105.12,20190117,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410579,EUA-837,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,6,13.14,78.84,20190118,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410581,EUA-757,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,200,5,13.14,65.7,20190118,20190617,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410591,EUA-840,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,6,13.14,78.84,20190118,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400066,EAA-726,S.G DE CONTROL TRANSITOY SEGURIDAD VIAL,201901,4,500,12.51,12.95,162.01,20190125,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400008,EGC-130,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,4,500,8,12.95,103.6,20190125,20190905,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000391808,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,160,39.07,12.73,497.3,20190306,20190514,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000391723,EA-1627,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,1,200,2.15,14.07,30.21,20190305,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000391769,EGU-697,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201903,4,500,8,14.07,112.56,20190306,20190526,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411137,EGK-142,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201904,4,500,8,15.1,120.8,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411142,EW-2343,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,5,15.1,75.5,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411055,EU-0223,SUB GERENCIA DE SERENAZGO,201904,1,200,2,15.1,30.2,20190412,20200519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411076,EB-7400,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,1,200,2,15.1,30.2,20190412,20200724,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411077,EGE-171,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201904,4,500,8,15.1,120.8,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411085,EAA-726,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,4,500,7.7,15.1,116.21,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411096,EUA-021,SUB GERENCIA DE SERENAZGO,201904,4,200,4.61,15.19,70,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411159,EUE-825,SUB GERENCIA DE SERENAZGO,201904,4,500,6.57,15.19,99.78,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411160,EUA-843,SUB GERENCIA DE SERENAZGO,201904,4,500,6,15.19,91.14,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411188,EW-1848,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,5,15.19,75.95,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411192,C3-8370,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,3,15.19,45.57,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411202,EAA-654,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,4,500,2.97,15.19,45.16,20190413,20200613,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411206,EA-1627,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,1,200,2.84,15.19,43.16,20190413,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411217,AHJ-818,SUB GERENCIA DE SERENAZGO,201904,4,500,6,15.19,91.14,20190414,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411219,EUE-829,SUB GERENCIA DE SERENAZGO,201904,4,500,6.25,15.19,94.89,20190414,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411221,EUA-021,SUB GERENCIA DE SERENAZGO,201904,4,200,3.31,15.19,50.29,20190414,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411224,EUA-845,SUB GERENCIA DE SERENAZGO,201904,4,500,6,15.19,91.14,20190414,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411012,EGE-191,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,500,8.05,12.73,102.43,20190411,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411034,EUE-830,SUB GERENCIA DE SERENAZGO,201904,4,500,6,12.73,76.38,20190411,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411532,EGE-195,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,500,10.32,12.73,131.32,20190417,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411961,EGE-169,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,3,120,35,12.73,445.56,20190423,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411974,EGE-195,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,500,9.06,12.73,115.37,20190423,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412039,EUF-282,SUB GERENCIA DE SERENAZGO,201904,0,3.75,12.73,47.74,20190424,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417501,EUF-265,SUB GERENCIA DE SERENAZGO,201905,0,4.35,12.87,56.02,20190524,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420663,EUF-259,SUB GERENCIA DE SERENAZGO,201906,0,4.03,12.99,52.32,20190619,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000425358,EUA-027,SUB GERENCIA DE SERENAZGO,201906,4,200,5,15.2,76,20190628,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425184,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,25,12.99,324.75,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425185,EAA-662,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201906,4,10,12.99,129.9,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425191,EUF-264,SUB GERENCIA DE SERENAZGO,201906,0,5.27,12.99,68.47,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425202,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,36,12.99,467.64,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425203,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,3,120,50,12.99,649.5,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425206,EGE-186,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,36,12.99,467.64,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425207,INT-025,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,3,120,20,12.99,259.8,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000425208,INT-023,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,3,120,25,12.99,324.75,20190626,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411518,SGAV,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,0,150,15.19,2,278.50,20190417,19000101,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411520,EAA-654,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,4,500,6.54,15.19,99.3,20190417,20200613,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394712,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201904,3,120,10,12.73,127.3,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394717,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,25,12.73,318.25,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394719,EUE-761,SUB GERENCIA DE SERENAZGO,201904,5,400,4.65,12.73,59.23,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394720,EGE-184,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,160,25,12.73,318.25,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394728,EGB-804,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,25,12.73,318.25,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394735,EGE-165,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,25,12.73,318.25,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394761,EUE-830,SUB GERENCIA DE SERENAZGO,201904,4,500,6,12.73,76.38,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394769,EGY-925,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201904,4,500,10,12.73,127.3,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394773,PIL-688,SUB GERENCIA DE SERENAZGO,201904,4,500,12.47,12.73,158.69,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394783,EGB-244,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,5,200,37.95,12.73,483.15,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394786,EGE-196,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,3,120,18.41,12.73,234.39,20190408,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394803,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,160,25,12.73,318.25,20190409,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394868,EGE-192,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,160,18,12.73,229.14,20190409,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394869,INT-210,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,3,120,10,12.73,127.3,20190409,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000394870,INT-023,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,3,120,10,12.73,127.3,20190409,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417036,EUF-259,SUB GERENCIA DE SERENAZGO,201905,0,6,12.87,77.22,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417037,EGE-165,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417038,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417070,EGB-803,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190518,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417095,EUF-275,SUB GERENCIA DE SERENAZGO,201905,0,6,12.87,77.22,20190519,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417255,EGE-201,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,45,12.87,579.15,20190520,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417261,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201905,3,120,10,12.87,128.7,20190520,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417268,F4T-873,GERENCIA DE DESARROLLO E INCLUSION SOCIAL,201905,4,500,7,12.87,90.09,20190520,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417114,EUF-264,SUB GERENCIA DE SERENAZGO,201905,0,5.54,12.87,71.29,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417115,EGE-165,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417116,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,23.1,12.87,297.3,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417123,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417125,EGB-799,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,11.81,12.87,151.98,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417145,EGT-321,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201905,5,200,12.25,12.87,157.68,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417289,EUF-263,SUB GERENCIA DE SERENAZGO,201905,0,4.6,12.87,59.15,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417290,EUA-908,SUB GERENCIA DE SERENAZGO,201905,4,500,6,12.87,77.22,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417291,EUF-260,SUB GERENCIA DE SERENAZGO,201905,0,6,12.87,77.22,20190521,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420828,EGY-484,GERENCIA DE ADMINISTRACION TRIBUTARIA,201906,4,500,15.87,12.99,206.1,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420829,EGY-884,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201906,4,500,9.95,12.99,129.23,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420844,EUE-829,SUB GERENCIA DE SERENAZGO,201906,4,500,8,15.2,121.6,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420847,EUA-755,SUB GERENCIA DE SERENAZGO,201906,4,200,5,15.2,76,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420852,EUA-027,SUB GERENCIA DE SERENAZGO,201906,4,200,5,15.2,76,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420864,EUA-912,SUB GERENCIA DE SERENAZGO,201906,4,500,6,15.2,91.2,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420868,C9N-753,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201906,4,500,6,15.2,91.2,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420869,EUE-836,SUB GERENCIA DE SERENAZGO,201906,4,500,8,15.2,121.6,20190622,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420911,EUA-020,SUB GERENCIA DE SERENAZGO,201906,4,200,5.03,15.2,76.4,20190623,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420937,EUA-912,SUB GERENCIA DE SERENAZGO,201906,4,500,6,15.2,91.2,20190623,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420968,EUE-826,SUB GERENCIA DE SERENAZGO,201906,4,500,8,15.2,121.6,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420971,EUA-027,SUB GERENCIA DE SERENAZGO,201906,4,200,5,15.2,76,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420972,EUA-020,SUB GERENCIA DE SERENAZGO,201906,4,200,2.42,15.2,36.8,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420983,INT-005,SUB GERENCIA DE SERENAZGO,201906,1,200,2.12,15.2,32.19,20190624,20200515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420988,EUE-947,SUB GERENCIA DE SERENAZGO,201906,4,200,2.62,15.2,39.87,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000425006,EGU-931,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201906,4,500,6,15.2,91.2,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000425010,PQO-822,SUB GERENCIA DE SERENAZGO,201906,4,500,3.08,15.2,46.82,20190624,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380766,EUE-825,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6.03,13.39,80.76,20181224,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380777,EUA-840,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6,13.39,80.34,20181224,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380795,EGE-171,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201912,4,500,5.5,13.39,73.66,20181224,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380796,INT-008,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,1,200,3,13.39,40.17,20181224,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380799,EA-2265,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201912,1,200,3,13.39,40.17,20181224,20190211,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380801,EU-0212,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,1,200,1.56,13.39,20.86,20181224,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380805,6262-8F,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,1,200,2,13.39,26.78,20181224,20181218,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380806,EUE-828,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,8,13.39,107.12,20181224,20191001,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380808,EW-2343,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201912,1,200,4.92,13.39,65.91,20181224,20190622,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380809,EW-1848,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201912,1,200,4.1,13.39,54.93,20181224,20190410,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380814,EGB-134,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,8,13.39,107.12,20181224,20191026,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380833,EUA-837,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6,13.39,80.34,20181225,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380842,EUE-836,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6.99,13.39,93.6,20181225,20181121,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380878,EUA-837,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6,13.39,80.34,20181226,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380879,EUA-912,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,7,13.39,93.73,20181226,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380881,EW-2343,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201912,1,200,4.46,13.39,59.77,20181226,20190622,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000380882,EGC-130,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201912,4,500,6.86,13.39,91.79,20181226,20190905,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392733,EGA-011,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201903,5,200,39.18,12.73,498.72,20190318,20190213,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392829,EGY-884,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201903,4,500,12,12.73,152.76,20190319,20190905,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392799,EGT-684,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,160,25,12.73,318.25,20190319,20190724,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393001,A1T-891,SUB GERENCIA DE SERENAZGO,201903,1,200,9.36,12.73,119.09,20190321,20190515,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393022,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,25,12.73,318.25,20190321,20190515,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393292,EUE-830,SUB GERENCIA DE SERENAZGO,201903,4,500,6,12.73,76.38,20190325,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393426,EGZ-715,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,36.02,12.73,458.57,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393423,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201903,3,120,16,12.73,203.71,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393421,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,25,12.73,318.25,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393470,EUA-910,SUB GERENCIA DE SERENAZGO,201903,4,500,5,12.73,63.65,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393467,EGE-178,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,48.4,12.73,616.08,20190327,20190619,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393438,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,3,120,50,12.73,636.5,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393450,EAA-504,GERENCIA DE GESTION AMBIENTAL Y ORNATO,201903,4,500,13.09,12.73,166.69,20190327,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393609,PIL-774,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201903,4,500,13.26,12.73,168.74,20190329,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393630,EGT-321,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201903,5,200,16.87,12.73,214.77,20190329,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393638,EUE-761,SUB GERENCIA DE SERENAZGO,201903,5,400,4.2,12.73,53.5,20190330,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393776,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,21.29,12.73,271.01,20190401,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420550,EUF-277,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190618,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420560,EUE-774,SUB GERENCIA DE SERENAZGO,201906,4,500,6,12.99,77.94,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420561,PTE-180,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201906,3,120,15,12.99,194.85,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420574,EUF-264,SUB GERENCIA DE SERENAZGO,201906,0,5.26,12.99,68.29,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420580,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201906,3,120,10,12.99,129.9,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
